编号	课程名称	开课单位	专业方向	学分	已选人数	余量	授课老师	上课周次	上课时间	上课地点	课程属性	课程性质
167	思想道德修养与法律基础	思想道德与法律系		3	0	100	文大稷	"7-16,7-16"	"?20506,10506"	"教一楼一区305,教一楼一区304"	必修	通识教育平台课程
168	思想道德修养与法律基础	思想道德与法律系		2	0	134	张扬	"7-14,7-14"	"?40304,50506"	"教一楼三区505,教一楼三区505"	必修	通识教育平台课程
169	思想道德修养与法律基础	思想道德与法律系		3	0	134	危薇	"7-16,7-16"	"?20304,40304"	"教一楼三区309,教一楼三区304"	必修	通识教育平台课程
170	思想道德修养与法律基础	思想道德与法律系		3	0	134	汤红	"7-16,7-16"	"?40506,20708"	"教一楼三区207,教一楼三区207"	必修	通识教育平台课程
171	思想道德修养与法律基础	思想道德与法律系		3	0	134	陈佳	"7-16,7-16"	"?30506,10708"	"教一楼三区406,教一楼三区406"	必修	通识教育平台课程
172	思想道德修养与法律基础	思想道德与法律系		3	0	134	陈君	"7-16,7-16"	"?40304,20304"	"教一楼三区105,教一楼三区208"	必修	通识教育平台课程
173	大学计算机基础A	计算机科学教研室		3	0	134	张葵	"16-18,7-18"	"?20304,30506"	"教三楼105（黄家湖）,教一楼三区207"	必修	通识教育平台课程
174	社会学	行政管理教研室		3	0	90	丁宇	"7-18,7-18"	"?30304,50102"	"教四楼一区105,教四楼一区105"	必修	专业核心课程
175	大学生心理健康教育	学工处通识课程教研室		1	0	134	刘波	9月16日	?50506	教一楼一区202	必修	通识教育平台课程
176	机械制图A(一)	工程图学教研室		3.5	0	134	陆长胜	"7-16,7-9,7-16"	"?20506,50304,50708"	"教二楼一区201,教一楼一区209,教一楼一区302"	必修	专业核心课程
177	机械制图A(一)	工程图学教研室		3.5	0	84	刘传胜	"7-16,7-9,7-16"	"?10708,50304,50102"	"教一楼一区405,教一楼三区401,教一楼三区303"	必修	专业核心课程
178	大学生心理健康教育	学工处通识课程教研室		1	3	97	舒大凡	9月16日	?20910	教一楼一区106	必修	通识教育平台课程
179	国际结算	专业经济教研室		3	33	51	徐仙明	"1-10,11-12,11-12,1-10"	"?50102,10102,30102,30708"	"教一楼一区503,教一楼三区103,教一楼三区301,教三楼111（黄家湖）"	必修	专业核心课程
180	海关实务	文法与经济学院		3	33	51	郑月明	"1-12,1-12"	"?40506,20506"	"教一楼一区208,教一楼一区209"	选修	专业方向课程1
181	外贸英语函电	行政管理教研室		2.5	32	58	吴汉军	"1-10,1-10"	"?20304,40304"	"教四楼二区103,教四楼一区102"	选修	专业方向课程1
182	中国近现代史纲要	政治学教研室		2	0	68	王晓艳	"7-14,7-14"	"?10506,50506"	"管理楼104,管理楼104"	必修	通识教育平台课程
183	电子信息概论	电子信息工程系		1	2	132	吴谨	"7-10,7-10"	"?20708,50102"	"教一楼三区107,教一楼三区309"	选修	专业方向课程1
184	C语言程序设计	计算机科学教研室		3.5	0	140	黄莉	"7-18,15-16,7-18,17-18"	"?40304,20304,50708,30506"	"教一楼三区305,教三楼205（黄家湖）,教三楼107（黄家湖）,教三楼104（黄家湖）"	必修	学科基础平台课程
185	C语言程序设计	计算机科学教研室		3.5	2	132	杨玲贤	"7-18,7-18,15-18"	"?40102,10708,20102"	"教一楼三区109,教一楼一区301,教一楼一区102"	必修	学科基础平台课程
186	C语言程序设计	计算机科学教研室		3.5	0	84	张葵	"7-18,15-18,7-18"	"?10102,20506,50506"	"教三楼111（黄家湖）,教三楼108（黄家湖）,教一楼三区301"	必修	学科基础平台课程
187	大学物理B(二)	理学院		1.5	8	112	侯廷平	"1-6,1-6"	"?40708,20708"	"教一楼一区101,教一楼一区101"	必修	学科基础平台课程
188	固体表面与界面	应用物理系		1.5	49	35	张弦	"1-6,1-6"	"?50102,20304"	"教一楼一区209,教一楼一区209"	选修	专业任选课程
189	暖通空调新进展	暖通教研室		1	67	23	张春枝	"1-4,1-4"	"?40102,20102"	"教三楼211（黄家湖）,教三楼211（黄家湖）"	选修	专业任选课程
190	建筑行为心理学	城市建设学院		1.5	69	21	王芳	7月12日	?205060708	教三楼208（黄家湖）	选修	专业方向课程1
191	专业英语	给水排水教研室		2	76	14	魏桃员	"5-12,5-12"	"?50506,30304"	"教三楼209（黄家湖）,教三楼209（黄家湖）"	选修	专业方向课程1
192	水工艺设备基础	给水排水教研室		1.5	59	31	郭超	"5-10,5-10"	"?40506,20708"	"教三楼211（黄家湖）,教三楼211（黄家湖）"	选修	专业任选课程
193	国际商务谈判	文法与经济学院		2	21	96	张明丽	"7-14,7-14"	"?20304,40304"	"汽车楼210,汽车楼210"	选修	专业任选课程
194	景观建筑设计	建筑学教研室		2	70	20	肖霄	7月14日	?505060708	教三楼308（黄家湖）	选修	专业任选课程
195	卫生检疫学	卫生学教研室		1	60	24	"郭振中,陈丹"	"1-4,1-4,1-4,1-4"	"?30304,10304,30304,10304"	"教一楼三区406,教一楼一区309,教一楼三区406,教一楼一区309"	选修	专业方向课程1
196	三维CAD技术	机电所		2	147	13	左兵权	"9-16,9-16"	"?40506,10506"	"教一楼一区104,教一楼一区206"	选修	专业任选课程
197	医用遗传学基础	医学院		2	65	35	"任波,王家顿"	"1-5,1-5,7,1-5,1-5,1-5,7,1-5"	"?30708,10304,40102,30708,10304,40102"	"教一楼一区104,教一楼一区104,教一楼一区104,教一楼一区104,教一楼一区104,教一楼一区104"	选修	学科基础平台课程
198	C++程序设计	信息与计算科学系		3.5	109	25	刘燕丽	"7-16,7-16"	"?20304,40304"	"教一楼一区206,教一楼三区309"	选修	专业任选课程
199	城市规划与管理	城市建设学院		2	66	24	邵俊	"10-17,10-17"	"?40506,20506"	"教三楼109（黄家湖）,教三楼109（黄家湖）"	选修	学科基础平台课程
200	计算机程序设计基础(C)	计算机科学教研室		4	65	25	余志兵	"2-18,2-4"	"?50304,20506"	"教三楼411(黄家湖）,教三楼409（黄家湖）"	选修	学科基础平台课程
201	财务管理学	财务会计系		3	46	42	魏明良	"7-18,7-18"	"?20102,40102"	"管理楼102,管理楼102"	选修	学科基础平台课程
202	组织行为学	管理学院		2	64	36	张敏	"4-11,4-11"	"?20304,40304"	"教一楼一区110,教一楼一区110"	选修	学科基础平台课程
203	医务社会工作	社会工作教研室		2.5	24	26	史崇清	"1-10,1-10"	"?30304,50304"	"教一楼二区304,教一楼二区304"	选修	专业任选课程
204	高层建筑给水排水工程	给水排水教研室		2.5	76	14	朱雷	"5-14,5-14"	"?30506,10506"	"教三楼311（黄家湖）,教三楼311（黄家湖）"	选修	专业方向课程1
205	工程力学专题	理学院		3	37	47	姜翠香	"1-12,1-12"	"?10102,30102"	"教一楼一区108,教一楼一区307"	选修	学科基础平台课程
206	爆破安全技术	理学院		2	43	41	何理	"1-8,1-8"	"?50304,30708"	"教一楼一区406,教一楼一区406"	选修	专业方向课程1
207	社会创业学	社会工作教研室		3	24	60	贺尊	"1-12,1-12"	"?50102,30102"	"教一楼三区403,教一楼三区401"	必修	学科基础平台课程
208	大学物理A(二)	应用物理系		3	102	32	李钰	"2-13,2-13"	"?30102,50506"	"教一楼一区302,教一楼一区303"	必修	学科基础平台课程
209	国际贸易与金融	市场营销系		3	49	35	李丽萍	"11-18,11-18,11-18"	"?40102,20102,50304"	"教三楼108（黄家湖）,教一楼三区201,教一楼三区401"	必修	专业核心课程
210	数据结构	电子信息工程系		2.5	89	54	但峰	"5-12,5-12"	"?30304,10304"	"教二楼二区201,教二楼二区301"	必修	专业核心课程
211	电路分析基础（二）	电工电子基础课部		2.5	152	8	宋玉阶	"2-14,2,4,6,8,10,12,14"	"?40102,10102"	"教一楼一区110,教一楼一区404"	必修	学科基础平台课程
212	模拟电子技术	电工电子基础课部		4	83	51	吴建国	"2-17,2-17"	"?10304,30304"	"教一楼一区202,教一楼一区301"	必修	学科基础平台课程
213	线性代数	信息与计算科学系		2	117	17	吕绪华	"1-8,1-8"	"?10708,50304"	"教一楼一区202,教一楼一区101"	必修	学科基础平台课程
214	理论力学A	理学院		5	87	56	余刚	"1-14,1-13,1-13"	"?10102,30102,40304"	"教二楼一区301,教二楼一区201,教一楼三区205"	必修	学科基础平台课程
215	综合英语(三)	外语系		6	35	17	傅治强	"1-16,1-16,1-16"	"?20304,50304,30102"	"教四楼二区104,教四楼二区103,教四楼二区103"	必修	专业核心课程
216	行政法与行政诉讼法	法学教研室		4	65	25	常晓云	"2-17,2-17"	"?10506,50102"	"教四楼一区103,教一楼一区502"	必修	学科基础平台课程
217	建筑设计（II）	建筑学教研室		3	30	20	"邵俊,申洁"	"10-15,10-15,10-15,10-15"	"?401020304,201020304,401020304,201020304"	"教六楼四区105,教六楼四区105,教六楼四区105,教六楼四区105"	必修	学科基础平台课程
218	复变函数与积分变换	信息与计算科学系		3	78	56	余长春	"2-13,2-13"	"?20506,50304"	"教一楼一区310,教一楼一区401"	必修	专业核心课程
219	数据结构	电子信息工程系		2.5	79	5	方红萍	"5-12,5-12"	"?50304,30506"	"教一楼一区201,教一楼一区407"	必修	专业核心课程
220	离散数学	计算机科学与技术学院		4	81	9	邓莉	"1-16,1-16"	"?40304,20506"	"教三楼311（黄家湖）,教三楼110（黄家湖）"	必修	学科基础平台课程
221	市场营销学	管理学院		3	56	44	陈涛	"3-14,3-14"	"?10304,30304"	"管理楼113,管理楼113"	必修	学科基础平台课程
222	经济学	市场营销系		4.5	58	76	"颜加勇,赵海峰"	"3-14,3-14,3-14,3-14,3-14,3-14"	"?10506,40708,20708,10506,40708,20708"	"教一楼三区504,教一楼三区406,教一楼三区504,教一楼三区504,教一楼三区406,教一楼三区504"	必修	学科基础平台课程
223	市场营销学	市场营销系		3	98	36	陈国平	"3-10,3-10,3-10"	"?50708,30708,10304"	"教一楼三区108,教一楼三区108,教一楼一区110"	必修	学科基础平台课程
224	生物化学	生物化学教研室		6	37	47	"陈勇,王震宇,张同存"	"7-17,7-17,7-16,7-17,7-17,7-16,7-17,7-17,7-16"	"?40102,20102,50708,40102,20102,50708,40102,20102,50708"	"教一楼一区308,教一楼一区308,教一楼一区308,教一楼一区308,教一楼一区308,教一楼一区308,教一楼一区308,教一楼一区308,教一楼一区308"	必修	学科基础平台课程
225	大学物理B(二)	理学院		1.5	133	0	魏然	"1-6,1-6"	"?10708,30708"	"教一楼一区206,教一楼一区206"	必修	学科基础平台课程
226	离散数学	计算机科学教研室		4	85	5	黄莉	"1-16,1-16"	"?50506,30506"	"教三楼111（黄家湖）,教三楼409（黄家湖）"	必修	学科基础平台课程
227	综合英语(三)	外语系		6	28	24	丁颖	"1-16,1-16,1-16"	"?10102,50102,30102"	"教四楼二区104,教四楼二区103,教一楼二区201"	必修	学科基础平台课程
228	人力资源管理概论	组织与人力资源系		2	60	74	"张燕红,马金平"	"11-18,11-18,11-18,11-18"	"?30506,50304,30506,50304"	"教一楼一区401,教一楼一区203,教一楼一区401,教一楼一区203"	必修	专业核心课程
229	市场营销学	管理学院		3	69	71	陈刚	"4-15,4-15"	"?10708,40708"	"教四楼一区102,教三楼404（黄家湖）"	必修	学科基础平台课程
230	社会保障学	行政管理教研室		3	29	105	罗莉	"2-13,2-13"	"?20708,40708"	"教一楼一区303,教一楼一区302"	必修	专业核心课程
231	成本会计学	财务会计系		3	70	70	李绮	"4-15,4-15"	"?20506,40506"	"教三楼305（黄家湖）,教三楼304（黄家湖）"	必修	专业核心课程
232	德语阅读(一)	德语系		2	32	20	付轲	1月16日	?50102	教一楼二区101	必修	专业核心课程
233	社会福利与社会救济	行政管理教研室		2	27	57	柯燕	"1-8,1-8"	"?30304,50708"	"教四楼一区103,教一楼一区407"	必修	专业核心课程
234	社会学	行政管理教研室		3	49	41	黄涛	"7-18,7-18"	"?20708,50102"	"教四楼一区103,教四楼一区102"	必修	学科基础平台课程
235	工程力学A	力学教研室		5	54	30	黄照平	"1-12,1-12,1-13"	"?50102,30304,10304"	"教一楼一区207,教一楼一区207,教一楼一区207"	必修	学科基础平台课程
236	概率论与数理统计	信息与计算科学系		3	65	69	何晓霞	"7-18,7-18"	"?10304,30304"	"教一楼一区103,教一楼一区103"	必修	学科基础平台课程
237	经济学	市场营销系		4.5	81	53	"颜加勇,赵海峰"	"3-14,3-14,3-14,3-14,3-14,3-14"	"?10708,40506,20506,10708,40506,20506"	"教一楼三区504,教一楼三区406,教一楼三区504,教一楼三区504,教一楼三区406,教一楼三区504"	必修	学科基础平台课程
238	建筑制图	工程图学教研室		2	76	8	肖立	"7-14,7-14"	"?30506,40708"	"教一楼一区202,教一楼三区103"	必修	学科基础平台课程
239	线性代数	信息与计算科学系		2	138	22	陈少白	"4-11,4-11"	"?10304,30304"	"教一楼一区310,教一楼一区205"	必修	学科基础平台课程
240	企业战略管理	工商管理系		3	58	42	佘斌	"7-18,7-18"	"?20304,40304"	"管理楼113,管理楼113"	必修	专业核心课程
241	运动系统	医全院		2	29	23	欧阳铭	"1-4,1-4,1-4"	"?30102,20304,50304"	"教一楼二区207,教一楼二区207,教一楼二区207"	必修	学科基础平台课程
242	中枢神经系统与感觉器官	医全院		4	29	23	刘晓柳	"5,7-12,5,7-12,5,7-11"	"?30102,10506,50304"	"教一楼二区207,教一楼二区207,教一楼二区207"	必修	学科基础平台课程
243	社会工作实务	社会工作教研室		3	27	25	彭惠青	"1-12,1-12"	"?10102,50102"	"教四楼一区103,教一楼二区106"	必修	专业核心课程
244	化工设备零部件加工实训	工程训练中心		1.5	23	277	代欢	1月12日	?601020304	工程训练中心203	必修	实践教学模块
245	.NET架构	计算机科学与技术学院		3	20	10	柯鹏	"8-17,8-16"	"?30304,40506"		选修	专业任选课程
246	医学影像学	内科学教研室		4	61	29	"柯要军,李小晶,简继华,唐啸"	"1-5,7-13,1-5,7-13,1-5,7-13,1-5,7-13,1-5,7-13,1-5,7-13,1-5,7-13,1-5,7-13"	"?30102,20304,30102,20304,30102,20304,30102,20304"	"教三楼410（黄家湖）,教三楼410（黄家湖）,教三楼410（黄家湖）,教三楼410（黄家湖）,教三楼410（黄家湖）,教三楼410（黄家湖）,教三楼410（黄家湖）,教三楼410（黄家湖）"	选修	专业方向课程1
247	诊断学	内科学教研室		4	23	37	"付生泉,吴青,吴清明,吴银霞"	"1-5,7-17,1-5,7-17,1-5,7-17,1-5,7-17,1-5,7-17,1-5,7-17,1-5,7-17,1-5,7-17"	"?40102,10506,40102,10506,40102,10506,40102,10506"	"61402医学院形体室,61402医学院形体室,61402医学院形体室,61402医学院形体室,61402医学院形体室,61402医学院形体室,61402医学院形体室,61402医学院形体室"	必修	专业核心课程
248	诊断学	内科学教研室		3	63	27	"周有利,李欢,陈幼发,李婧"	"1-5,7-13,1-5,7-13,1-5,7-13,1-5,7-13,1-5,7-13,1-5,7-13,1-5,7-13,1-5,7-13"	"?10708,40102,10708,40102,10708,40102,10708,40102"	"教三楼410（黄家湖）,教三楼410（黄家湖）,教三楼410（黄家湖）,教三楼410（黄家湖）,教三楼410（黄家湖）,教三楼410（黄家湖）,教三楼410（黄家湖）,教三楼410（黄家湖）"	必修	学科基础平台课程
249	局部解剖学	人体解剖学教研室		3	23	37	"李平,熊彦娥,欧阳铭,向世强,刘晓柳"	"1-5,7-9,1-5,7-9,1-5,7-9,1-5,7-9,1-5,7-9,1-5,7-9,1-5,7-9,1-5,7-9,1-5,7-9,1-5,7-9"	"?20506,30304,20506,30304,20506,30304,20506,30304,20506,30304"	"61402医学院形体室,61402医学院形体室,61402医学院形体室,61402医学院形体室,61402医学院形体室,61402医学院形体室,61402医学院形体室,61402医学院形体室,61402医学院形体室,61402医学院形体室"	必修	学科基础平台课程
250	局部解剖学	人体解剖学教研室		3	112	8	"熊彦娥,李平,卫向红,刘晓柳,向世强"	"1-5,7-9,1-5,7-9,1-5,7-9,1-5,7-9,1-5,7-9,1-5,7-9,1-5,7-9,1-5,7-9,1-5,7-9,1-5,7-9"	"?20102,40102,20102,40102,20102,40102,20102,40102,20102,40102"	"教一楼一区205,教一楼一区205,教一楼一区205,教一楼一区205,教一楼一区205,教一楼一区205,教一楼一区205,教一楼一区205,教一楼一区205,教一楼一区205"	必修	专业核心课程
251	外国建筑史	城市建设学院		3.5	70	70	刘琮如	"1-7,11-17"	?105060708	教三楼406（黄家湖）	必修	专业核心课程
252	健康教育	卫生学教研室		1	52	38	常薇	"8-11,8-11"	"?20102,50304"	"教三楼410（黄家湖）,教三楼410（黄家湖）"	选修	专业任选课程
